id,created_at,text,favorite_count,retweet_count
924991803039862785,2017-10-30,"b'When an entire Swedish city needs to move (literally), LTH Traktor &amp; their Cat multi-processor are there to help:\xe2\x80\xa6 https://t.co/cSvvjdFs09'",44,12
924958077669068800,2017-10-30,b'Find out how we\xe2\x80\x99re working to dispel common manufacturing myths: https://t.co/1ZRSufrsjr #WeAreMFG https://t.co/YUhThVXJ9E',30,8
924772865060364288,2017-10-29,b'Carving pumpkins this weekend? Download our free templates!  https://t.co/78jSd8f923 https://t.co/kQBIH2VQpy',56,14
924746436041994241,2017-10-29,b'Industrial Design created this concept model of a Cat paving compactor around 1968. See more photos at\xe2\x80\xa6 https://t.co/JdYsrYKnOt',20,8
924720017178025985,2017-10-29,b'Latest #SmallWheelLoader enhancements for snow &amp; ice removal in this month\xe2\x80\x99s #OnTheLevel blog.\xe2\x80\xa6 https://t.co/TGeI2OfIF2',41,13
924395377331179520,2017-10-28,b'Carving pumpkins this weekend? Download our free templates!  https://t.co/yBFWRlYzlx https://t.co/eGecCu8a67',65,23
924251938857914368,2017-10-28,"b'When an entire Swedish city needs to move (literally), LTH Traktor &amp; their Cat multi-processor are there to help:\xe2\x80\xa6 https://t.co/96orxrRz6q'",45,14
924111250681942016,2017-10-28,b'Find out how we\xe2\x80\x99re working to dispel common manufacturing myths: https://t.co/vO5L7a7LRm #WeAreMFG https://t.co/HkLIrSvCwV',20,5
924040542413033472,2017-10-27,"b'Congrats to Kira Zdunek &amp; Denise Johnson, recognized by @SWEtalk for contributions to engineering community! #WE17\xe2\x80\xa6 https://t.co/olNAw5akO5'",19,2
924024433278423041,2017-10-27,b'Latest #SmallWheelLoader enhancements for snow &amp; ice removal in this month\xe2\x80\x99s #OnTheLevel blog.\xe2\x80\xa6 https://t.co/Qf4AbHEpVr',13,2
924024185902583809,2017-10-27,b'Latest #SmallWheelLoader enhancements for snow &amp; ice removal in this month\xe2\x80\x99s #OnTheLevel blog.\xe2\x80\xa6 https://t.co/Iehvj8rGty',17,4
